iter	MultiClass
429	0.02308799012
430	0.02301981284
431	0.02295934749
432	0.02289000366
433	0.0228207375
434	0.02274938515
435	0.0226559881
436	0.02257148253
437	0.02249267249
438	0.02243336615
439	0.02237071629
440	0.02230917465
441	0.02225088415
442	0.02219133411
443	0.02213447429
444	0.02206778626
445	0.02199635831
446	0.02192578135
447	0.02186034104
448	0.02179567661
449	0.02172267933
450	0.02163798577
451	0.0215792756
452	0.02152156272
453	0.02145857168
454	0.02139077095
455	0.0213349673
456	0.02127318654
457	0.0211767867
458	0.02111549665
459	0.02104461874
460	0.0209600232
461	0.02091005364
462	0.02084363141
463	0.02077173781
464	0.02071935293
465	0.02066834584
466	0.02061081285
467	0.0205625969
468	0.02050789992
469	0.02045401561
470	0.02038217177
471	0.02032941951
472	0.02027241277
473	0.02022576888
474	0.02016262385
475	0.02011248588
476	0.02004015971
477	0.01999251043
478	0.01993825868
479	0.01989226678
480	0.01984159641
481	0.01978897775
482	0.01971667075
483	0.01967341021
484	0.0196027701
485	0.01955110843
486	0.0194715952
487	0.01942485908
488	0.0193794174
489	0.01932123758
490	0.01926937014
491	0.01922570968
492	0.01915025136
493	0.01910109419
494	0.01904932616
495	0.0190032533
496	0.01895418475
497	0.01890822161
498	0.01885310094
499	0.01879408216
500	0.01872224935
501	0.01866400947
502	0.01861959823
503	0.01855646638
504	0.01850012087
505	0.0184361321
506	0.01836550746
507	0.01830171489
508	0.01825771763
509	0.01818927226
510	0.0181470106
511	0.01809870085
512	0.01803997934
513	0.01799810636
514	0.01794949556
515	0.01789809333
516	0.01785463957
517	0.01779329901
518	0.0177565269
519	0.01771901167
520	0.01768110547
521	0.01764211527
522	0.01760078008
523	0.01753801763
524	0.01748671561
525	0.01744702063
526	0.01739205359
527	0.0173435748
528	0.01730395568
529	0.01726735121
530	0.01722589833
531	0.0171882559
532	0.0171481689
533	0.01711154428
534	0.01704904045
535	0.01700022588
536	0.01695494533
537	0.01691072321
538	0.01685945073
539	0.01682569454
540	0.01678668441
541	0.0167480877
542	0.01671050587
543	0.01666565418
544	0.01662173289
545	0.01657341578
546	0.01653069016
547	0.01648283576
548	0.01644487048
549	0.01641226876
550	0.01638205727
551	0.01634353378
552	0.01630771054
553	0.01627331028
554	0.01622076187
555	0.01618398648
556	0.01615517515
557	0.01611805395
558	0.0160815697
559	0.01604859997
560	0.01599665634
561	0.01596149069
562	0.01592733546
563	0.015881021
564	0.01584662304
565	0.01580381278
566	0.01575307443
567	0.01571557545
568	0.01567161488
569	0.01563694348
570	0.01558837769
571	0.01555390184
572	0.01552434572
573	0.01547927397
574	0.01543603829
575	0.01540376734
576	0.01537147258
577	0.01532861875
578	0.01529896123
579	0.01525171337
580	0.01520885894
581	0.01517382884
582	0.01514348147
583	0.01510928023
584	0.01507922578
585	0.01504932914
586	0.01501930427
587	0.01498599321
588	0.01493480958
589	0.01490531681
590	0.01487456304
591	0.01483947006
592	0.01481051866
593	0.01478195008
594	0.01474994786
595	0.01472387276
596	0.01467776619
597	0.01465020234
598	0.01461601213
599	0.01458880168
600	0.01454648821
601	0.01451180416
602	0.01447972484
603	0.01443696645
604	0.01440189471
605	0.01437534129
606	0.01433146611
607	0.0143030037
608	0.01427221799
609	0.01422838783
610	0.01420307656
611	0.0141699922
612	0.01412923658
613	0.01408727195
614	0.01406365925
615	0.01403543665
616	0.01399620804
617	0.01397097276
618	0.01394290302
619	0.01391420463
620	0.01388839308
621	0.01386565205
622	0.01383561898
623	0.01380683731
624	0.01377638272
625	0.01375332216
626	0.0137273652
627	0.01369154364
628	0.01366126072
629	0.01363444453
630	0.01360722521
631	0.01357539692
632	0.01355121161
633	0.01352388834
634	0.01349352968
635	0.01346750146
636	0.01343969342
637	0.01341673378
638	0.01339620258
639	0.0133632352
640	0.01333526669
641	0.01331230528
642	0.01328892552
643	0.01326613305
644	0.01324394991
645	0.01321874287
646	0.01319503923
647	0.01317281877
648	0.01314584591
649	0.01312537002
650	0.01309818149
651	0.01307406492
652	0.01305152161
653	0.01302633301
654	0.01299388225
655	0.01297104412
656	0.01294007437
657	0.01291702127
658	0.01288814782
659	0.01285262279
660	0.01282105802
661	0.01279085726
662	0.01276221703
663	0.0127410275
664	0.01271106819
665	0.01267845047
666	0.01265716063
667	0.0126267871
668	0.01259650476
669	0.01257388684
670	0.01254693755
671	0.01252616621
672	0.01249849379
673	0.01247729695
674	0.01245801411
675	0.01243800101
676	0.01241504632
677	0.01239283232
678	0.01236146289
679	0.01234007996
680	0.01230720281
681	0.01227505651
682	0.01225378558
683	0.01223367773
684	0.01220544793
685	0.01218550131
686	0.01216570445
687	0.01214526028
688	0.01212436373
689	0.01210065718
690	0.01207800925
691	0.01204722306
692	0.01202801607
693	0.01200587378
694	0.01198855604
695	0.01196451356
696	0.01194534065
697	0.01192292019
698	0.0119022634
699	0.01188439855
700	0.01185446608
701	0.01183520046
702	0.01181710192
703	0.01178473786
704	0.0117648224
705	0.0117456059
706	0.01172933494
707	0.01171247663
708	0.0116921865
709	0.01166646203
710	0.0116481348
711	0.01162377488
712	0.01160542132
713	0.01158746221
714	0.01156949672
715	0.01155272962
716	0.01153087684
717	0.01149993834
718	0.01147510226
719	0.01145738183
720	0.01144257767
721	0.01141932809
722	0.01139632253
723	0.01137881393
724	0.01136250703
725	0.01134473384
726	0.01131678421
727	0.0112998138
728	0.01127714751
729	0.01125705594
730	0.01124163452
731	0.01121288162
732	0.01119556631
733	0.01117878404
734	0.01116117244
735	0.0111429174
736	0.01111832754
737	0.01109103688
738	0.0110754997
739	0.0110606593
740	0.01103768058
741	0.01101343562
742	0.01099408006
743	0.01097889384
744	0.01095461845
745	0.01093414035
746	0.01091801236
747	0.01090229821
748	0.01088066513
749	0.01085834604
750	0.01083093349
751	0.01080592119
752	0.01078999693
753	0.01077302449
754	0.01075839046
755	0.0107328266
756	0.01071646954
757	0.01069758528
758	0.01068339936
759	0.01066753378
760	0.01064374497
761	0.01061995051
762	0.01060405272
763	0.01058316964
764	0.01056510049
765	0.01054929213
766	0.01052985748
767	0.01051312911
768	0.01049564306
769	0.01048268589
770	0.01046965878
771	0.01045149031
772	0.01043767883
773	0.01042130808
774	0.01040723895
775	0.01039238649
776	0.01037875603
777	0.01036270904
778	0.0103476088
779	0.01032295693
780	0.01030350513
781	0.01029044044
782	0.01027492375
783	0.01026014737
784	0.01024859279
785	0.01023134734
786	0.0102161736
787	0.01020122267
788	0.01018518118
789	0.01016199558
790	0.01013957746
791	0.0101261208
792	0.01011177025
793	0.01009411617
794	0.010073461
795	0.01005889907
796	0.01004440267
797	0.01003089007
798	0.01001802237
799	0.01000439352
800	0.009989965271
801	0.009975548238
802	0.009961090185
803	0.009947216744
804	0.009933477631
805	0.009919213898
806	0.009896586007
807	0.009882972721
808	0.009862300939
809	0.009846654904
810	0.009832367301
811	0.009812695162
812	0.009796853971
813	0.009775251538
814	0.00975909808
815	0.009743781433
816	0.009726038432
817	0.00971238742
818	0.009700755862
819	0.009690154675
820	0.009675153818
821	0.00966281226
822	0.009644977997
823	0.009630426108
824	0.009608629036
825	0.00959567189
826	0.009584210018
827	0.009571441241
828	0.009556977511
829	0.009543810665
830	0.009531272334
831	0.009520680886
832	0.009503300369
833	0.009483515711
834	0.009471219847
835	0.009460152442
836	0.00944496343
837	0.009432169236
838	0.009422327614
839	0.009410135685
840	0.009398433704
841	0.009384437877
842	0.009372335238
843	0.009361137827
844	0.009349899825
845	0.009331784227
846	0.009321513275
847	0.009310671528
848	0.009292207769
849	0.009277896919
850	0.00926527276
851	0.009254224589
852	0.009242325139
853	0.009228386489
854	0.009216643759
855	0.009205294078
856	0.009190954545
857	0.009179550934
858	0.009167046849
859	0.009155960951
860	0.009143489377
861	0.009125579279
862	0.009111362816
863	0.009097985998
864	0.009081860733
865	0.009072638482
866	0.009058167128
867	0.009045980845
868	0.00902710285
869	0.009008023472
870	0.008993988786
871	0.008982349755
872	0.008972248996
873	0.008955439071
874	0.008944628671
875	0.008933684986
876	0.008917844309
877	0.008907889284
878	0.008890286549
879	0.00887216223
880	0.008860759192
881	0.008847211158
882	0.008836102587
883	0.008817390205
884	0.008806508712
885	0.008793334949
886	0.008782109258
887	0.008772578318
888	0.008760536509
889	0.008749788663
890	0.008739306772
891	0.008725048942
892	0.008714943239
893	0.008697370095
894	0.008686925886
895	0.008676736153
896	0.008667374307
897	0.008655800831
898	0.008640146727
899	0.008629902087
900	0.008612862272
901	0.008602208641
902	0.008592388382
903	0.008582458646
904	0.008570249576
905	0.008558794797
906	0.008543939851
907	0.008530043401
908	0.008518177446
909	0.008507987732
910	0.00849369217
911	0.008484352164
912	0.008469979784
913	0.008460647097
914	0.008450668874
915	0.00843793864
916	0.008428366957
917	0.008413199821
918	0.008403039694
919	0.00838975925
920	0.008381423134
921	0.008370693121
922	0.008360953135
923	0.008348156423
924	0.008334783999
925	0.008319872235
926	0.008309922301
927	0.008295628247
928	0.008279431786
929	0.008266614815
930	0.008253667921
931	0.008244092341
932	0.008234212168
933	0.008218795147
934	0.008210200249
935	0.008201264001
936	0.008192937526
937	0.008180563634
938	0.00817182302
939	0.008157902912
940	0.008147262799
941	0.008135744817
942	0.008125500669
943	0.008115894395
944	0.008102418802
945	0.008092764464
946	0.008080610743
947	0.008066538862
948	0.008054565063
949	0.0080436834
950	0.008033303675
951	0.008023303063
952	0.008009951452
953	0.007997392662
954	0.007988951007
955	0.007979631374
956	0.007970535726
957	0.007961793231
958	0.007952681829
959	0.007944347504
960	0.007930067819
961	0.007920480002
962	0.007913434275
963	0.007901215728
964	0.007888036679
965	0.00787962909
966	0.007871276665
967	0.007861779312
968	0.007851923059
969	0.007840160447
970	0.007830399422
971	0.007821046786
972	0.007811382999
973	0.007802765607
974	0.007794482533
975	0.007786064239
976	0.007776348884
977	0.007768096527
978	0.007755713371
979	0.007747218655
980	0.007735290441
981	0.007722377813
982	0.007709582256
983	0.007700455089
984	0.007692063141
985	0.007681539874
986	0.007672719481
987	0.007663893715
988	0.007655755047
989	0.007647432501
990	0.007639404776
991	0.007630740574
992	0.007622719636
993	0.007614472675
994	0.007606317834
995	0.007598746731
996	0.007590907258
997	0.007583253863
998	0.007575441961
999	0.007565723485
